Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN
Datetime,,,,,,
2025-11-07 14:30:00+00:00,240.9499969482422,240.9499969482422,243.1699981689453,239.14999389648438,242.89999389648438,8509805
2025-11-07 15:30:00+00:00,240.00999450683594,240.00999450683594,241.2100067138672,239.1999969482422,240.97000122070312,3329016
2025-11-07 16:30:00+00:00,239.75999450683594,239.75999450683594,240.13999938964844,238.49000549316406,240.0,2366012
2025-11-07 17:30:00+00:00,240.5500030517578,240.5500030517578,240.8300018310547,239.3000030517578,239.74000549316406,1973604
2025-11-07 18:30:00+00:00,241.48989868164062,241.48989868164062,241.66000366210938,240.2100067138672,240.53500366210938,3858846
2025-11-07 19:30:00+00:00,243.3699951171875,243.3699951171875,243.82000732421875,241.49000549316406,241.49000549316406,3687165
2025-11-07 20:30:00+00:00,244.41000366210938,244.41000366210938,244.89999389648438,243.3800048828125,243.41000366210938,3082318
2025-11-10 14:30:00+00:00,248.02999877929688,248.02999877929688,251.75,247.99000549316406,248.30999755859375,7213922
2025-11-10 15:30:00+00:00,246.3800048828125,246.3800048828125,248.08999633789062,245.58999633789062,248.0211944580078,3238084
2025-11-10 16:30:00+00:00,247.10499572753906,247.10499572753906,247.44500732421875,246.0,246.33999633789062,2393779
2025-11-10 17:30:00+00:00,248.6300048828125,248.6300048828125,248.89999389648438,247.0955047607422,247.10499572753906,1959822
2025-11-10 18:30:00+00:00,248.7698974609375,248.7698974609375,248.95640563964844,248.47000122070312,248.6529998779297,1461943
2025-11-10 19:30:00+00:00,248.27000427246094,248.27000427246094,248.83999633789062,248.1750030517578,248.7449951171875,1829109
2025-11-10 20:30:00+00:00,248.41000366210938,248.41000366210938,249.22999572753906,247.89999389648438,248.25999450683594,11095457
2025-11-11 14:30:00+00:00,248.46780395507812,248.46780395507812,249.62989807128906,247.8300018310547,248.44500732421875,3730327
2025-11-11 15:30:00+00:00,247.5800018310547,247.5800018310547,248.9600067138672,247.5449981689453,248.4573974609375,2380534
2025-11-11 16:30:00+00:00,248.26829528808594,248.26829528808594,248.47999572753906,247.22999572753906,247.60000610351562,1320221
2025-11-11 17:30:00+00:00,249.3260040283203,249.3260040283203,249.38999938964844,248.0,248.2736053466797,1560683
2025-11-11 18:30:00+00:00,249.3699951171875,249.3699951171875,249.74989318847656,249.1042938232422,249.30999755859375,1357003
2025-11-11 19:30:00+00:00,248.8800048828125,248.8800048828125,249.5,248.82000732421875,249.42999267578125,1253534
2025-11-11 20:30:00+00:00,249.13999938964844,249.13999938964844,249.47000122070312,248.75,248.8699951171875,1833631
2025-11-12 14:30:00+00:00,245.9250030517578,245.9250030517578,250.3699951171875,245.5500030517578,250.18499755859375,5045151
2025-11-12 15:30:00+00:00,245.3000030517578,245.3000030517578,246.31500244140625,243.92999267578125,245.9250030517578,3243589
2025-11-12 16:30:00+00:00,245.1699981689453,245.1699981689453,245.71499633789062,244.16720581054688,245.27000427246094,1610983
2025-11-12 17:30:00+00:00,245.44869995117188,245.44869995117188,246.30499267578125,245.14999389648438,245.16000366210938,1739076
2025-11-12 18:30:00+00:00,245.08749389648438,245.08749389648438,245.88999938964844,245.0399932861328,245.4250030517578,1314668
2025-11-12 19:30:00+00:00,245.16000366210938,245.16000366210938,245.36990356445312,244.43299865722656,245.07009887695312,1719465
2025-11-12 20:30:00+00:00,244.25,244.25,245.3300018310547,243.75,245.13999938964844,9690051
2025-11-13 14:30:00+00:00,242.53900146484375,242.53900146484375,243.72999572753906,240.7259979248047,243.10000610351562,4344807
2025-11-13 15:30:00+00:00,239.789794921875,239.789794921875,242.53500366210938,238.97000122070312,242.53500366210938,3995083
2025-11-13 16:30:00+00:00,239.84500122070312,239.84500122070312,240.13999938964844,238.99000549316406,239.72999572753906,3602015
2025-11-13 17:30:00+00:00,238.07339477539062,238.07339477539062,239.99000549316406,237.8000030517578,239.80250549316406,3274156
2025-11-13 18:30:00+00:00,239.0500030517578,239.0500030517578,239.1999969482422,237.8249969482422,238.11000061035156,2135092
2025-11-13 19:30:00+00:00,238.3990020751953,238.3990020751953,239.10000610351562,237.44000244140625,239.0500030517578,2138828
2025-11-13 20:30:00+00:00,237.5800018310547,237.5800018310547,238.97000122070312,236.52999877929688,238.38999938964844,3721588
