Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Datetime,,,,,,
2025-11-07 14:30:00+00:00,278.2449951171875,278.2449951171875,283.7799987792969,275.739990234375,283.1300048828125,6456199
2025-11-07 15:30:00+00:00,276.614990234375,276.614990234375,278.5799865722656,275.8599853515625,278.239990234375,3191782
2025-11-07 16:30:00+00:00,277.2550048828125,277.2550048828125,277.6907958984375,275.19000244140625,276.6199951171875,2652498
2025-11-07 17:30:00+00:00,277.5199890136719,277.5199890136719,277.7297058105469,276.4100036621094,277.239990234375,1853982
2025-11-07 18:30:00+00:00,277.20001220703125,277.20001220703125,277.82550048828125,276.3999938964844,277.510009765625,1616032
2025-11-07 19:30:00+00:00,278.31939697265625,278.31939697265625,279.5,277.20001220703125,277.20001220703125,2200114
2025-11-07 20:30:00+00:00,278.9200134277344,278.9200134277344,279.19000244140625,278.0,278.32501220703125,2454244
2025-11-10 14:30:00+00:00,287.8797912597656,287.8797912597656,289.5799865722656,282.8550109863281,284.4200134277344,6008025
2025-11-10 15:30:00+00:00,286.3399963378906,286.3399963378906,288.45001220703125,285.5199890136719,287.8550109863281,2780350
2025-11-10 16:30:00+00:00,286.57000732421875,286.57000732421875,286.8385009765625,285.4700012207031,286.2799987792969,1466071
2025-11-10 17:30:00+00:00,288.1636047363281,288.1636047363281,288.6600036621094,286.5,286.6099853515625,1222129
2025-11-10 18:30:00+00:00,290.3900146484375,290.3900146484375,290.739990234375,288.1199951171875,288.1658020019531,1916585
2025-11-10 19:30:00+00:00,289.9700012207031,289.9700012207031,290.79998779296875,289.8299865722656,290.340087890625,1576441
2025-11-10 20:30:00+00:00,290.1300048828125,290.1300048828125,290.6700134277344,289.864990234375,289.9800109863281,2296899
2025-11-11 14:30:00+00:00,288.8351135253906,288.8351135253906,291.1199951171875,287.32000732421875,287.7449951171875,3654605
2025-11-11 15:30:00+00:00,288.6000061035156,288.6000061035156,289.7850036621094,288.1300048828125,288.79998779296875,1580139
2025-11-11 16:30:00+00:00,289.5400085449219,289.5400085449219,290.1300048828125,288.20001220703125,288.6199951171875,1101132
2025-11-11 17:30:00+00:00,289.3299865722656,289.3299865722656,289.7300109863281,288.7950134277344,289.54998779296875,964967
2025-11-11 18:30:00+00:00,290.1400146484375,290.1400146484375,291.2784118652344,288.9696044921875,289.3299865722656,1298306
2025-11-11 19:30:00+00:00,290.7099914550781,290.7099914550781,290.8900146484375,290.1000061035156,290.17999267578125,1115813
2025-11-11 20:30:00+00:00,291.2950134277344,291.2950134277344,291.9150085449219,290.5899963378906,290.7200012207031,2337010
2025-11-12 14:30:00+00:00,286.9049987792969,286.9049987792969,291.9750061035156,285.6600036621094,291.67498779296875,5197055
2025-11-12 15:30:00+00:00,285.28009033203125,285.28009033203125,287.05999755859375,283.69000244140625,286.8999938964844,2812085
2025-11-12 16:30:00+00:00,285.82000732421875,285.82000732421875,285.8900146484375,283.8500061035156,285.2850036621094,1737000
2025-11-12 17:30:00+00:00,286.2349853515625,286.2349853515625,286.82000732421875,285.375,285.80499267578125,1269678
2025-11-12 18:30:00+00:00,286.0126037597656,286.0126037597656,286.5400085449219,285.67999267578125,286.2200012207031,939768
2025-11-12 19:30:00+00:00,286.7099914550781,286.7099914550781,286.739990234375,285.7300109863281,286.04998779296875,1135398
2025-11-12 20:30:00+00:00,286.739990234375,286.739990234375,287.3399963378906,286.3399963378906,286.7200012207031,1747438
2025-11-13 14:30:00+00:00,279.5799865722656,279.5799865722656,282.8399963378906,277.239990234375,282.29998779296875,6773567
2025-11-13 15:30:00+00:00,279.9949951171875,279.9949951171875,280.9100036621094,277.6600036621094,279.54998779296875,2401431
2025-11-13 16:30:00+00:00,280.5299987792969,280.5299987792969,280.6300048828125,279.2500915527344,279.9849853515625,1541109
2025-11-13 17:30:00+00:00,278.07000732421875,278.07000732421875,280.8900146484375,277.8251037597656,280.5299987792969,1356937
2025-11-13 18:30:00+00:00,279.55499267578125,279.55499267578125,279.5710144042969,277.3599853515625,278.04998779296875,1600724
2025-11-13 19:30:00+00:00,279.8055114746094,279.8055114746094,279.885009765625,278.40850830078125,279.5,1487667
2025-11-13 20:30:00+00:00,278.6199951171875,278.6199951171875,279.9649963378906,277.489990234375,279.7950134277344,2590765
