Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Datetime,,,,,,
2025-12-15 14:30:00+00:00,306.7947998046875,306.7947998046875,310.6499938964844,306.2900085449219,310.0,6124766
2025-12-15 15:30:00+00:00,307.8999938964844,307.8999938964844,308.4100036621094,306.3500061035156,306.7799987792969,2239549
2025-12-15 16:30:00+00:00,305.35308837890625,305.35308837890625,307.9200134277344,304.8800048828125,307.9100036621094,1988601
2025-12-15 17:30:00+00:00,306.5184020996094,306.5184020996094,306.95001220703125,305.2300109863281,305.3926086425781,1562229
2025-12-15 18:30:00+00:00,307.6199951171875,307.6199951171875,308.42999267578125,306.45001220703125,306.5,1500568
2025-12-15 19:30:00+00:00,308.3299865722656,308.3299865722656,308.5299987792969,307.2001037597656,307.6199951171875,1634486
2025-12-15 20:30:00+00:00,308.260009765625,308.260009765625,308.489990234375,307.3999938964844,308.3399963378906,1957105
2025-12-16 14:30:00+00:00,307.7799987792969,307.7799987792969,310.7699890136719,303.0899963378906,304.7820129394531,5054485
2025-12-16 15:30:00+00:00,305.29998779296875,305.29998779296875,308.2699890136719,304.8399963378906,307.70001220703125,1923570
2025-12-16 16:30:00+00:00,304.5,304.5,306.0199890136719,304.3699951171875,305.3399963378906,1899033
2025-12-16 17:30:00+00:00,303.2261962890625,303.2261962890625,305.4200134277344,302.5899963378906,304.510009765625,2311017
2025-12-16 18:30:00+00:00,304.7900085449219,304.7900085449219,305.1099853515625,302.9700012207031,303.2200012207031,1553364
2025-12-16 19:30:00+00:00,305.7900085449219,305.7900085449219,305.81549072265625,304.6449890136719,304.7799987792969,1536596
2025-12-16 20:30:00+00:00,306.3800048828125,306.3800048828125,307.0199890136719,305.760009765625,305.7799987792969,2445123
2025-12-17 14:30:00+00:00,299.6700134277344,299.6700134277344,308.0899963378906,298.9100036621094,308.010009765625,8220491
2025-12-17 15:30:00+00:00,298.67999267578125,298.67999267578125,299.8299865722656,296.5400085449219,299.6099853515625,4794448
2025-12-17 16:30:00+00:00,300.0199890136719,300.0199890136719,300.4100036621094,297.95001220703125,298.6000061035156,3563002
2025-12-17 17:30:00+00:00,299.4800109863281,299.4800109863281,300.2308044433594,298.19000244140625,300.0299987792969,2093969
2025-12-17 18:30:00+00:00,297.5199890136719,297.5199890136719,299.5,297.4200134277344,299.45001220703125,1957075
2025-12-17 19:30:00+00:00,296.8275146484375,296.8275146484375,297.6600036621094,296.3299865722656,297.4700012207031,2135418
2025-12-17 20:30:00+00:00,296.6700134277344,296.6700134277344,297.7650146484375,296.1199951171875,296.8399963378906,3277850
2025-12-18 14:30:00+00:00,301.4949951171875,301.4949951171875,302.5199890136719,299.2308044433594,301.7200012207031,6181359
2025-12-18 15:30:00+00:00,302.07000732421875,302.07000732421875,303.0199890136719,301.0299987792969,301.489990234375,2676085
2025-12-18 16:30:00+00:00,302.3275146484375,302.3275146484375,303.29998779296875,301.16009521484375,302.07000732421875,2588879
2025-12-18 17:30:00+00:00,303.7900085449219,303.7900085449219,303.9599914550781,302.1700134277344,302.2900085449219,1527872
2025-12-18 18:30:00+00:00,302.05999755859375,302.05999755859375,303.92999267578125,301.8599853515625,303.8299865722656,1471325
2025-12-18 19:30:00+00:00,302.55999755859375,302.55999755859375,302.8500061035156,301.5199890136719,302.0400085449219,1419863
2025-12-18 20:30:00+00:00,302.3999938964844,302.3999938964844,303.1499938964844,302.1875,302.57989501953125,1884022
2025-12-19 14:30:00+00:00,303.9599914550781,303.9599914550781,304.3699951171875,300.9700012207031,301.79998779296875,9480371
