Price,Adj Close,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META,META
Datetime,,,,,,
2025-12-12 14:30:00+00:00,644.010009765625,644.010009765625,652.010009765625,643.8499755859375,650.2100219726562,1868580
2025-12-12 15:30:00+00:00,641.469970703125,641.469970703125,647.2000122070312,639.010009765625,643.9299926757812,1448891
2025-12-12 16:30:00+00:00,643.219970703125,643.219970703125,643.8223266601562,638.6099853515625,641.3699951171875,1057779
2025-12-12 17:30:00+00:00,647.5001220703125,647.5001220703125,648.5,642.2650146484375,643.3699951171875,872664
2025-12-12 18:30:00+00:00,645.3099975585938,645.3099975585938,648.5,645.094970703125,647.6799926757812,604159
2025-12-12 19:30:00+00:00,645.3499755859375,645.3499755859375,646.2000122070312,644.4801025390625,645.3200073242188,670874
2025-12-12 20:30:00+00:00,644.239990234375,644.239990234375,645.8200073242188,642.5999755859375,645.4600219726562,982613
2025-12-15 14:30:00+00:00,641.0549926757812,641.0549926757812,649.6500244140625,638.7000732421875,644.25,2264723
2025-12-15 15:30:00+00:00,650.5451049804688,650.5451049804688,650.760009765625,640.7999877929688,640.9299926757812,1317447
2025-12-15 16:30:00+00:00,650.3099975585938,650.3099975585938,651.3900146484375,648.6699829101562,650.6199951171875,846923
2025-12-15 17:30:00+00:00,650.219970703125,650.219970703125,652.3200073242188,649.239990234375,650.3699951171875,647454
2025-12-15 18:30:00+00:00,651.219970703125,651.219970703125,652.1599731445312,649.25,650.0999755859375,545846
2025-12-15 19:30:00+00:00,650.9949951171875,650.9949951171875,651.6199951171875,649.9099731445312,651.2750244140625,713982
2025-12-15 20:30:00+00:00,647.5,647.5,653.0,647.125,651.0499877929688,1323739
2025-12-16 14:30:00+00:00,649.3099975585938,649.3099975585938,654.5999755859375,643.2000122070312,643.239990234375,1535518
2025-12-16 15:30:00+00:00,650.3599853515625,650.3599853515625,653.75,648.5989990234375,649.2849731445312,841855
2025-12-16 16:30:00+00:00,651.3699951171875,651.3699951171875,652.7999877929688,648.2249755859375,650.239990234375,708590
2025-12-16 17:30:00+00:00,650.2650146484375,650.2650146484375,652.6799926757812,649.25,651.3699951171875,610210
2025-12-16 18:30:00+00:00,655.0800170898438,655.0800170898438,655.22998046875,650.3300170898438,650.3300170898438,912599
2025-12-16 19:30:00+00:00,658.8599853515625,658.8599853515625,659.2000122070312,655.0399169921875,655.0499877929688,1153621
2025-12-16 20:30:00+00:00,657.1599731445312,657.1599731445312,662.52001953125,657.1099853515625,658.844970703125,1455221
2025-12-17 14:30:00+00:00,659.4199829101562,659.4199829101562,660.2000122070312,654.0,655.6099853515625,1621830
2025-12-17 15:30:00+00:00,658.7999877929688,658.7999877929688,660.1500244140625,655.1300048828125,659.4000244140625,1103389
2025-12-17 16:30:00+00:00,659.469970703125,659.469970703125,660.4000244140625,655.9000244140625,658.6900024414062,843112
2025-12-17 17:30:00+00:00,657.4149780273438,657.4149780273438,661.22998046875,656.780029296875,659.4323120117188,665345
2025-12-17 18:30:00+00:00,653.0349731445312,653.0349731445312,657.9099731445312,652.0700073242188,657.4000244140625,798722
2025-12-17 19:30:00+00:00,653.5800170898438,653.5800170898438,654.9500122070312,652.4099731445312,653.1199951171875,644997
2025-12-17 20:30:00+00:00,649.47998046875,649.47998046875,654.7000122070312,649.2000122070312,653.6400146484375,1157955
2025-12-18 14:30:00+00:00,662.739990234375,662.739990234375,663.9500122070312,656.4600219726562,656.989990234375,2092940
